,set_size,average_insert,average_find,collision_rate,time
654,65900.0,2.898391502276176,2.898391502276176,0.5222913505311078,0.7403156757354736
655,66000.0,10.026545454545454,10.026545454545454,0.597745386223825,1.0163042545318604
656,66100.0,7.02661119515885,7.02661119515885,0.7391791101226948,1.0063190460205078
657,66200.0,6.880845921450151,6.880845921450151,0.7403284037523226,0.8713996410369873
658,66300.0,5.7215987933634995,5.7215987933634995,0.7198340874811463,0.992110013961792
659,66400.0,5.113117469879518,5.113117469879518,0.5893072289156627,0.821368932723999
660,66500.0,48.174781954887216,48.174781954887216,0.86611426079372,2.741201162338257
661,66600.0,17.991216216216216,17.991216216216216,0.8866966966966967,1.4145450592041016
662,66700.0,2.9183808095952024,2.9183808095952024,0.5267766116941529,0.8238632678985596
663,66800.0,3.603188622754491,3.603188622754491,0.5607119867063878,0.7930023670196533
664,66900.0,7.254185351270553,7.254185351270553,0.7403997070210317,0.9655237197875977
665,67000.0,19.800388059701493,19.800388059701493,0.7513134328358209,1.6027977466583252
666,67100.0,6.48424739195231,6.48424739195231,0.7357228017883756,0.9745578765869141
667,67200.0,15.456726190476191,15.456726190476191,0.7392113095238095,1.587742805480957
668,67300.0,6.939479940564636,6.939479940564636,0.7395949419753637,1.04374098777771
669,67400.0,6.9611275964391695,6.9611275964391695,0.7410792444991765,0.962348461151123
670,67500.0,34.96662222222222,34.96662222222222,0.8190195410302374,2.216843843460083
671,67600.0,10.857174556213018,10.857174556213018,0.7621597633136095,1.2013869285583496
672,67700.0,2.825317577548006,2.825317577548006,0.5224597113694441,0.7669603824615479
673,67800.0,2.8524336283185843,2.8524336283185843,0.5252064896755162,0.8248777389526367
674,67900.0,15.307643593519883,15.307643593519883,0.8658468335787923,1.4001734256744385
675,68000.0,14.824882352941177,14.824882352941177,0.6336710833982853,1.2626419067382812
676,68100.0,2.853157121879589,2.853157121879589,0.5248465446856002,0.8400547504425049
677,68200.0,6.726656891495601,6.726656891495601,0.7341710900612921,0.9657728672027588
678,68300.0,2.8691800878477305,2.8691800878477305,0.5262225475841874,0.8411698341369629
679,68400.0,28.310365497076024,28.310365497076024,0.8909048377900262,1.8832998275756836
680,68500.0,7.260043795620438,7.260043795620438,0.567007299270073,1.0097968578338623
681,68600.0,28.210655976676385,28.210655976676385,0.7776060875522967,1.9992468357086182
682,68700.0,6.983944687045124,6.983944687045124,0.7405822416302765,0.9834227561950684
683,68800.0,13.71376453488372,13.71376453488372,0.7619442143054405,1.2637667655944824
684,68900.0,5.863788098693759,5.863788098693759,0.7237986037533201,0.9152545928955078
685,69000.0,7.036086956521739,7.036086956521739,0.5661739130434783,0.9180376529693604
686,69100.0,6.873256150506513,6.873256150506513,0.7407632527243521,1.0456674098968506
687,69200.0,3.6357803468208094,3.6357803468208094,0.5738955765256724,0.9156692028045654
688,69300.0,16.575021645021646,16.575021645021646,0.8693631942740877,1.391563892364502
689,69400.0,2.8686743515850144,2.8686743515850144,0.5228242074927953,0.7848608493804932
690,69500.0,19.655208633093526,19.655208633093526,0.7577122302158273,1.4576025009155273
691,69600.0,5.217658045977012,5.217658045977012,0.5939453153062544,0.9936881065368652
692,69700.0,2.8256814921090387,2.8256814921090387,0.5202295552367289,0.8456451892852783
693,69800.0,7.084828080229227,7.084828080229227,0.7453581661891118,1.130669116973877
694,69900.0,2.847153075822604,2.847153075822604,0.5212595496294601,0.946948766708374
695,70000.0,23.790785714285715,23.790785714285715,0.7430285714285715,1.6812145709991455
696,70100.0,3.0044365192582028,3.0044365192582028,0.5505706134094152,0.9222557544708252
697,70200.0,28.318561253561253,28.318561253561253,0.9120357839855269,2.0828351974487305
698,70300.0,15.98778093883357,15.98778093883357,0.877466251298027,1.3778955936431885
699,70400.0,10.324474431818182,10.324474431818182,0.6200798306794131,1.1677055358886719
700,70500.0,6.888397163120567,6.888397163120567,0.5645248226950355,1.049220085144043
701,70600.0,2.9787677053824364,2.9787677053824364,0.5270829201960395,0.8488972187042236
702,70700.0,5.461527581329562,5.461527581329562,0.7127641517440381,0.9226350784301758
703,70800.0,3.657443502824859,3.657443502824859,0.5659401968954364,0.8235833644866943
704,70900.0,6.813441466854725,6.813441466854725,0.7389808036784722,0.9433920383453369
705,71000.0,7.388,7.388,0.588225352112676,1.1020467281341553
706,71100.0,18.736976090014064,18.736976090014064,0.8890998593530239,1.5410356521606445
707,71200.0,5.113258426966292,5.113258426966292,0.592626404494382,0.891838550567627
708,71300.0,6.871654978962132,6.871654978962132,0.7458133467979466,1.0755910873413086
709,71400.0,5.482843137254902,5.482843137254902,0.7075787498074149,0.8879120349884033
710,71500.0,17.57648951048951,17.57648951048951,0.733558980670788,1.6346378326416016
711,71600.0,3.7730027932960892,3.7730027932960892,0.5908519553072625,0.9477269649505615
712,71700.0,2.8728312412831243,2.8728312412831243,0.5255648535564853,0.9286983013153076
713,71800.0,2.808635097493036,2.808635097493036,0.5226395910806557,0.8678998947143555
714,71900.0,3.0124478442280944,3.0124478442280944,0.5511697126484743,0.8220124244689941
715,72000.0,47.03641666666667,47.03641666666667,0.7795138888888888,2.728886127471924
716,72100.0,15.424202496532594,15.424202496532594,0.8660452988252264,1.3957862854003906
717,72200.0,8.597326869806095,8.597326869806095,0.7582653499355947,1.1277692317962646
718,72300.0,6.867939142461964,6.867939142461964,0.7418257261410789,1.0734713077545166
719,72400.0,9.597776243093923,9.597776243093923,0.7584254143646408,1.1275370121002197
720,72500.0,7.204662068965518,7.204662068965518,0.5923862068965517,0.9842188358306885
721,72600.0,4.812203856749312,4.812203856749312,0.5664265348007548,1.0360145568847656
722,72700.0,6.743273727647868,6.743273727647868,0.7389647725553309,1.072314739227295
723,72800.0,31.60936813186813,31.60936813186813,0.8700101651144262,2.1822872161865234
724,72900.0,67.61301783264746,67.61301783264746,0.8342089740600008,3.7043635845184326
725,73000.0,19.75535616438356,19.75535616438356,0.753928136001863,1.8318397998809814
726,73100.0,6.592831737346101,6.592831737346101,0.744726257900353,1.2120897769927979
727,73200.0,9.064863387978143,9.064863387978143,0.7539890710382514,1.1740367412567139
728,73300.0,6.651023192360164,6.651023192360164,0.7397918116208952,1.170607566833496
729,73400.0,6.818106267029973,6.818106267029973,0.7487057220708447,1.1827950477600098
730,73500.0,26.739074829931972,26.739074829931972,0.7723642498537395,1.7883415222167969
731,73600.0,6.816739130434782,6.816739130434782,0.6008777293169744,1.2204139232635498
732,73700.0,6.8256309362279515,6.8256309362279515,0.7480427142837759,1.0075678825378418
733,73800.0,7.155677506775068,7.155677506775068,0.7419612731879835,1.0097758769989014
734,73900.0,6.933599458728011,6.933599458728011,0.7386974113316824,1.1427242755889893
735,74000.0,26.672675675675677,26.672675675675677,0.774753712888012,1.6001787185668945
736,74100.0,16.070431848852902,16.070431848852902,0.8720647773279352,0.9213221073150635
737,74200.0,5.4784231805929915,5.4784231805929915,0.7011240195153509,0.5994539260864258
738,74300.0,2.980794078061911,2.980794078061911,0.5468041292614975,0.568657398223877
739,74400.0,13.884932795698925,13.884932795698925,0.7619188429952015,1.1720242500305176
740,74500.0,7.1472348993288595,7.1472348993288595,0.5697986577181208,0.7369592189788818
741,74600.0,7.119142091152815,7.119142091152815,0.7500938337801608,0.7886438369750977
742,74700.0,7.026318607764391,7.026318607764391,0.7404516794066855,0.7083923816680908
743,74800.0,3.64596256684492,3.64596256684492,0.5615315712776909,0.6255195140838623
744,74900.0,5.617516688918558,5.617516688918558,0.7109879839786382,0.6572144031524658
745,75000.0,11.422706666666667,11.422706666666667,0.5636533333333333,0.8461782932281494
746,75100.0,6.981411451398136,6.981411451398136,0.7408354305649876,0.7160334587097168
747,75200.0,5.261702127659574,5.261702127659574,0.6086436170212766,0.6585335731506348
748,75300.0,2.8636122177954846,2.8636122177954846,0.5259963611734552,0.5509777069091797
749,75400.0,5.832122015915119,5.832122015915119,0.7186832716614279,0.7001693248748779
750,75500.0,20.0461059602649,20.0461059602649,0.7605695364238411,1.1418845653533936
751,75600.0,39.883968253968256,39.883968253968256,0.9098941798941799,1.6817903518676758
752,75700.0,6.8207397622192865,6.8207397622192865,0.7398248325605358,0.6910934448242188
753,75800.0,6.783970976253298,6.783970976253298,0.7463883794873148,0.6778411865234375
